,name,year,wine ID,rating,price,winery,ratings_count,country,flavor_1,flavor_1_count,flavor_2,flavor_2_count,flavor_3,flavor_3_count,flavor_4,flavor_4_count,flavor_5,flavor_5_count
1172,Toscana 2018,2018,1155217,4.4,68.15512105552237,Orma,288,fr,oak,347,black_fruit,319,earth,273,non_oak,228,red_fruit,181
1173,Chablís 2017,2017,1098891,4.2,99.22583800730465,Vincent Dauvissat,288,fr,earth,129,citrus_fruit,119,tree_fruit,91,microbio,53,oak,52
1174,Château Moulin Riche Saint-Julien 2006,2006,1126810,3.9,64.14599628755046,Château Léoville Poyferré,288,fr,oak,266,black_fruit,199,earth,194,non_oak,169,spices,97
1175,Aconcagua Valley 2019,2019,25474,4.4,120.27374303915713,Sena,287,fr,oak,811,black_fruit,745,non_oak,571,earth,550,spices,437
1176,Margaux (Grand Cru Classé) 2017,2017,81864,4.1,51.08293141857534,Château Cantenac Brown,287,fr,oak,799,black_fruit,665,earth,602,non_oak,533,spices,393
1177,Vin de Constance (Natural Sweet) 2018,2018,1958101,4.6,65.14827747954344,Klein Constantia,286,fr,earth,736,tree_fruit,684,citrus_fruit,551,oak,370,non_oak,350
1178,Saint-Émilion Grand Cru (Grand Cru Classé) 2016,2016,1099535,4.1,74.72006286307636,Château La Dominique,286,fr,oak,422,black_fruit,357,earth,354,non_oak,265,red_fruit,190
1179,Sauternes (Premier Grand Cru Classé) 2010,2010,81811,4.3,60.13687151957856,Château La Tour Blanche,285,fr,earth,331,tree_fruit,301,citrus_fruit,198,oak,162,tropical_fruit,148
1180,Serraboella Barbaresco 2015,2015,1207508,4.2,72.66538641949076,Cigliuti,285,fr,earth,104,oak,95,red_fruit,77,non_oak,59,spices,38
1181,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,2017,1604635,4.4,102.33290970248284,Château Pavie Macquin,284,fr,oak,554,black_fruit,528,earth,479,non_oak,370,red_fruit,302
1182,Châteauneuf-du-Pape 2007,2007,1098865,4.1,69.15740224751535,Le Vieux Donjon,283,fr,oak,391,earth,385,black_fruit,332,spices,309,red_fruit,286
1183,Sauternes (Premier Grand Cru Classé) 2015,2015,1174845,4.4,64.93111655461163,Château Suduiraut,283,fr,earth,1340,tree_fruit,1020,oak,765,citrus_fruit,726,non_oak,682
1184,Margaux (Grand Cru Classé) 2004,2004,13744,4.2,78.17793297545212,Château Ferrière,283,fr,oak,340,black_fruit,275,earth,268,non_oak,210,spices,171
1185,Pomerol 2016,2016,18555,4.2,85.09367320020367,Château Gazin,283,fr,oak,572,earth,468,black_fruit,419,non_oak,371,red_fruit,229
1186,Saint-Estèphe 2003,2003,82831,4.0,65.14827747954344,Château Meyney,282,fr,oak,599,black_fruit,555,earth,529,non_oak,419,spices,240
1187,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015,2015,43154,4.3,126.28743019111498,Clos Fourtet,282,fr,oak,413,black_fruit,349,earth,332,non_oak,259,red_fruit,187
1188,Pauillac (Grand Cru Classé) 2013,2013,1129305,4.1,81.01772968609889,Château Duhart-Milon,281,fr,oak,1052,earth,963,black_fruit,851,non_oak,689,spices,349
1189,Serraboella Barbaresco 2014,2014,1207508,4.0,69.65854284351184,Cigliuti,281,fr,earth,104,oak,95,red_fruit,77,non_oak,59,spices,38
1190,Pessac-Léognan (Grand Cru Classé de Graves) 2018,2018,1154913,4.3,90.20530727936784,Domaine de Chevalier,280,fr,oak,1293,earth,1102,black_fruit,955,non_oak,884,spices,520
1191,Optimus Estate Proprietary Red 2017,2017,89193,4.3,50.013831480449504,L'Aventure,280,fr,oak,180,black_fruit,161,earth,123,spices,104,non_oak,100
1192,Saint-Julien (Grand Cru Classé) 2018,2018,1115658,4.4,119.27146184716416,Château Léoville Poyferré,280,fr,oak,1947,earth,1610,black_fruit,1597,non_oak,1379,spices,702
1193,Saint-Julien (Grand Cru Classé) 2017,2017,79265,4.0,74.00176134214806,Château Gruaud Larose,277,fr,oak,1634,earth,1509,black_fruit,1232,non_oak,1122,spices,560
1194,Tzarina Brut Champagne N.V.,N.V.,1366275,4.3,79.88181100184019,Tsarine,276,fr,citrus_fruit,27,earth,22,tree_fruit,16,microbio,15,non_oak,9
1195,Margaux (Grand Cru Classé) 2017,2017,1168278,4.4,55.02523744041439,Château d'Issan,276,fr,oak,857,earth,778,black_fruit,691,non_oak,565,spices,347
1196,Château Haut-Bailly (Cru Classé de Graves) 1998,1998,13632,4.2,119.27146184716416,Château Haut-Bailly,276,fr,oak,788,earth,720,black_fruit,636,non_oak,541,red_fruit,331
1197,Châteauneuf-du-Pape Chaupin 2016,2016,75854,4.3,74.16880820748023,Domaine de la Janasse,275,fr,red_fruit,244,black_fruit,237,spices,198,oak,176,earth,161
1198,Clos des Cistes 2006,2006,1517828,4.4,99.22583800730465,Peyre Rose,273,fr,oak,58,earth,54,black_fruit,44,non_oak,37,spices,26
1199,Pomerol 2001,2001,95444,4.4,143.32621045499556,Château Clinet,272,fr,oak,627,black_fruit,527,earth,526,non_oak,389,red_fruit,266
1200,Margaux (Grand Cru Classé) 1996,1996,1168278,4.1,99.5565908006623,Château d'Issan,271,fr,oak,857,earth,778,black_fruit,691,non_oak,565,spices,347
1201,Clos du Marquis Saint-Julien 2017,2017,1152438,4.2,50.013831480449504,Château Léoville Las Cases,271,fr,oak,998,black_fruit,876,earth,813,non_oak,656,spices,385
1202,Château Haut-Bailly (Cru Classé de Graves) 2013,2013,13632,3.8,66.8521555059315,Château Haut-Bailly,271,fr,oak,788,earth,720,black_fruit,636,non_oak,541,red_fruit,331
1203,Sous la Roche 2014,2014,5443218,4.2,122.27830542314308,Jean François Ganevat,270,fr,earth,40,citrus_fruit,35,tree_fruit,29,oak,25,non_oak,19
1204,Barolo del Comune di La Morra 2013,2013,6347131,4.1,65.74964619473923,Brandini,270,fr,oak,60,earth,53,red_fruit,42,non_oak,29,spices,28
1205,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,2016,94970,4.3,81.18477655143106,Château Beau-Sejour Becot,269,fr,oak,511,black_fruit,430,earth,387,non_oak,323,spices,227
1206,Special Club Champagne Grand Cru 'Le Mesnil-sur-Oger' 2014,2014,8097522,4.4,144.32849164698854,Pertois-Moriset,268,fr,tree_fruit,40,citrus_fruit,33,non_oak,26,oak,23,microbio,22
1207,Blanc de Blancs Brut Champagne Grand Cru N.V.,N.V.,8633388,4.1,52.11862198363475,Duval-Leroy,267,fr,tree_fruit,19,microbio,16,non_oak,15,oak,14,citrus_fruit,10
1208,Testamatta Toscana 2019,2019,88009,4.1,98.22355681531164,Bibi Graetz,265,fr,oak,435,earth,395,red_fruit,393,non_oak,280,black_fruit,178
1209,Margaux (Grand Cru Classé) 2015,2015,83999,4.2,59.13459032758559,Château Boyd-Cantenac,265,fr,oak,260,black_fruit,226,earth,204,non_oak,182,spices,98
1210,Millésime 1980,1980,1106266,4.3,65.14827747954344,Mas Amiel,262,fr,oak,40,non_oak,38,dried_fruit,23,spices,17,earth,16
1211,Le Carillon d’Angélus Saint-Émilion Grand Cru 2016,2016,1244108,4.3,126.98902702551004,Château Angelus,261,fr,oak,155,black_fruit,125,non_oak,118,earth,108,spices,74
1212,Saint-Émilion Grand Cru (Grand Cru Classé) 2015,2015,87506,4.3,59.13459032758559,Château Soutard,259,fr,oak,252,earth,244,black_fruit,203,non_oak,146,red_fruit,115
1213,Margaux (Grand Cru Classé) 2018,2018,85917,4.0,60.43755587717645,Château du Tertre,258,fr,oak,963,earth,824,black_fruit,740,non_oak,594,spices,408
1214,Saint-Émilion Grand Cru (Grand Cru Classé) 2000,2000,89624,4.3,145.33077283898152,Château Dassault,258,fr,oak,296,black_fruit,236,earth,203,non_oak,203,spices,137
1215,Château Corton Grancey Grand Cru 2010,2010,7263,4.3,143.32621045499556,Louis Latour,258,fr,red_fruit,197,earth,177,oak,154,non_oak,105,spices,79
1216,La Tyre Madiran 2001,2001,86849,4.4,148.33761641496045,Château Montus,257,fr,oak,59,earth,54,black_fruit,44,non_oak,30,spices,15
1217,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1995,1995,1604635,4.3,120.27374303915713,Château Pavie Macquin,257,fr,oak,554,black_fruit,528,earth,479,non_oak,370,red_fruit,302
1218,Riserva Lunelli 2012,2012,89737,4.2,85.19390131940295,Ferrari,256,fr,oak,61,microbio,56,non_oak,55,citrus_fruit,41,earth,38
1219,Côtes de Bourg 2013,2013,1174700,4.4,80.18249535943808,Roc de Cambes,256,fr,oak,378,earth,281,black_fruit,268,non_oak,243,spices,172
1220,Barolo del Comune di Barolo 2015,2015,1367222,4.1,51.81793762603686,Marchesi di Barolo,255,fr,earth,84,oak,78,red_fruit,67,non_oak,61,black_fruit,44
1221,Ca' Florian Amarone della Valpolicella Classico Riserva 2012,2012,1913675,4.4,85.19390131940295,Tommasi,253,fr,oak,113,earth,81,black_fruit,77,non_oak,57,dried_fruit,54
1222,Château Haut-Bailly (Cru Classé de Graves) 2017,2017,13632,4.1,102.23268158328356,Château Haut-Bailly,250,fr,oak,788,earth,720,black_fruit,636,non_oak,541,red_fruit,331
1223,Châteauneuf-du-Pape Chaupin 2017,2017,75854,4.4,62.14143390356451,Domaine de la Janasse,250,fr,red_fruit,244,black_fruit,237,spices,198,oak,176,earth,161
1224,Brunello di Montalcino 2016,2016,10151,4.4,59.13459032758559,Poggio Antico,249,fr,oak,358,earth,305,red_fruit,284,non_oak,218,black_fruit,169
1225,Pomerol 2017,2017,95444,4.1,105.43998139766109,Château Clinet,248,fr,oak,627,black_fruit,527,earth,526,non_oak,389,red_fruit,266
1226,Margaux (Grand Cru Classé) 2002,2002,18557,4.2,56.12774675160666,Château Kirwan,246,fr,oak,840,black_fruit,750,earth,699,non_oak,547,spices,334
1227,Pauillac (Grand Cru Classé) 2018,2018,1126809,4.2,50.013831480449504,Château Grand-Puy Ducasse,246,fr,oak,617,earth,508,black_fruit,505,non_oak,431,spices,246
1228,Volnay 1er Cru 'Clos des 60 Ouvrées' (Monopole) 2011,2011,1223991,4.2,94.21443204733974,La Pousse d'Or,246,fr,earth,67,red_fruit,62,oak,51,non_oak,29,microbio,21
1229,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,2016,1153702,4.4,143.72712293179276,Château Troplong Mondot,241,fr,oak,939,black_fruit,795,earth,783,non_oak,603,spices,370
1230,La Côte Aux Enfants (Aÿ Rouge) 2014,2014,18936,4.1,125.285148999122,Bollinger,240,fr,red_fruit,71,earth,43,oak,42,non_oak,22,black_fruit,20
1231,Les Terrasses de L'Empire Condrieu 2018,2018,1173323,4.1,58.93413408918699,Domaine Georges Vernay,238,fr,tree_fruit,177,earth,155,citrus_fruit,92,oak,82,microbio,71
1232,Pessac-Léognan (Grand Cru Classé de Graves) 2000,2000,1153630,4.2,97.22127562331868,Château Latour-Martillac,238,fr,oak,600,earth,484,black_fruit,423,non_oak,394,spices,262
1233,Hermitage Monier de la Sizeranne 2010,2010,20648,4.2,68.55603353231956,M. Chapoutier,238,fr,earth,413,oak,408,black_fruit,363,spices,284,non_oak,283
1234,Pauillac (Grand Cru Classé) 2017,2017,1129305,4.2,92.610782140151,Château Duhart-Milon,235,fr,oak,1052,earth,963,black_fruit,851,non_oak,689,spices,349
1235,Nuits-Saint-Georges 2017,2017,82974,4.0,59.13459032758559,Domaine Henri Gouges,234,fr,red_fruit,151,earth,124,oak,97,non_oak,53,microbio,52
1236,Vieilles Vignes Riesling Alsace Grand Cru Altenberg de Bergheim 2007,2007,1177803,3.9,76.17337059146618,Gustave Lorentz,234,fr,earth,172,tree_fruit,135,citrus_fruit,132,microbio,52,tropical_fruit,43
1237,Barsac (Grand Cru Classé) 2007,2007,1838753,4.3,57.13002794359964,Château Doisy-Daëne,234,fr,earth,395,tree_fruit,325,citrus_fruit,211,oak,166,non_oak,160
1238,Pauillac (Grand Cru Classé) 1986,1986,14362,4.1,148.83875701095693,Château Pontet-Canet,232,fr,oak,2621,black_fruit,2487,earth,2300,non_oak,1711,spices,1020
1239,Cuvée Prestige Madiran 2001,2001,86850,4.3,56.12774675160666,Château Montus,231,fr,oak,171,earth,153,black_fruit,127,non_oak,110,spices,50
1240,Barolo Cerequio 2006,2006,86578,4.4,90.20530727936784,Michele Chiarlo,231,fr,earth,156,oak,150,red_fruit,124,spices,99,non_oak,93
1241,Naturelle Extra Brut Champagne N.V.,N.V.,5052233,4.1,63.14371509555749,Jeeper,229,fr,tree_fruit,10,oak,8,microbio,7,non_oak,6,earth,5
1242,Clos de la Coulée de Serrant 2017,2017,100492,4.2,99.22583800730465,Nicolas Joly,229,fr,earth,445,tree_fruit,334,citrus_fruit,208,non_oak,188,oak,185
1243,Saint-Émilion Grand Cru (Grand Cru Classé) 2015,2015,1145014,4.2,55.12546555961368,Château Bellevue,229,fr,oak,150,black_fruit,142,earth,114,non_oak,104,spices,97
1244,Pessac-Léognan 2003,2003,1645929,4.1,52.11862198363475,Château Carbonnieux,228,fr,oak,430,earth,400,black_fruit,294,non_oak,271,spices,174
1245,Pessac-Léognan (Grand Cru Classé de Graves) 2018,2018,1143938,4.2,60.13687151957856,Château Malartic-Lagravière,226,fr,oak,617,black_fruit,547,earth,524,non_oak,418,spices,260
1246,Oreno Toscana 2019,2019,1166231,4.3,87.19846370338891,Tenuta Sette Ponti,225,fr,oak,646,black_fruit,533,earth,518,non_oak,404,red_fruit,326
1247,Tinto 2015,2015,1191944,3.7,59.13459032758559,Quinta da Pellada,225,fr,oak,37,red_fruit,28,black_fruit,27,earth,25,non_oak,20
1248,Saint-Émilion Grand Cru 2012,2012,1522721,4.0,59.13459032758559,Château Franc Le Maine,224,fr,oak,63,earth,53,black_fruit,45,non_oak,38,red_fruit,28
1249,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,2014,43154,4.2,117.5675838207761,Clos Fourtet,223,fr,oak,413,black_fruit,349,earth,332,non_oak,259,red_fruit,187
1250,Garrus Rosé 2018,2018,1647837,4.5,105.43998139766109,Château d'Esclans,223,fr,oak,137,red_fruit,93,microbio,88,non_oak,73,earth,66
1251,Margaux (Grand Cru Classé) 2011,2011,83999,4.0,69.15740224751535,Château Boyd-Cantenac,222,fr,oak,260,black_fruit,226,earth,204,non_oak,182,spices,98
1252,Margaux (Grand Cru Classé) 2018,2018,1168278,4.2,68.85671788991745,Château d'Issan,222,fr,oak,857,earth,778,black_fruit,691,non_oak,565,spices,347
1253,Pomerol 2015,2015,1100006,4.3,95.11648512013342,Château Petit-Village,222,fr,oak,297,earth,245,non_oak,195,black_fruit,194,red_fruit,147
1254,Prestige Brut Champagne Grand Cru 'Le Mesnil-sur-Oger' 2006,2006,1195324,4.1,50.013831480449504,Léon Launois,221,fr,citrus_fruit,14,oak,12,non_oak,10,microbio,10,tree_fruit,10
1255,Pommard 'Clos des Ursulines' (Monopole) 2018,2018,1188236,4.3,71.16196463150129,Domaine du Pavillon,221,fr,red_fruit,77,oak,58,earth,56,non_oak,41,black_fruit,27
1256,Pessac-Léognan (Grand Cru Classé de Graves) 2019,2019,82613,4.2,92.2098696633538,Château Pape Clément,221,fr,oak,1345,earth,1167,black_fruit,975,non_oak,951,spices,509
1257,Margaux (Grand Cru Classé) 2018,2018,23769,4.2,95.21671323933272,Château Brane-Cantenac,221,fr,oak,1075,earth,933,black_fruit,902,non_oak,726,red_fruit,452
1258,Pomerol 2016,2016,1112493,4.3,61.339608949970135,Château Gombaude-Guillot,220,fr,oak,117,earth,98,black_fruit,87,red_fruit,62,non_oak,56
1259,Almaviva 2019,2019,4086,4.5,135.30796091905177,Almaviva,219,fr,oak,1069,black_fruit,888,non_oak,752,earth,704,spices,624
1260,Saint-Émilion Grand Cru (Grand Cru Classé) 2016,2016,87506,4.1,68.35557729392096,Château Soutard,219,fr,oak,252,earth,244,black_fruit,203,non_oak,146,red_fruit,115
1261,Clos Mireille Blanc de Blancs 2014,2014,1721379,4.1,70.15968343950833,Domaines Ott,219,fr,citrus_fruit,63,earth,53,tree_fruit,52,oak,29,microbio,27
1262,Saint-Émilion Grand Cru (Grand Cru Classé) 2016,2016,1146826,4.0,54.1231843676207,Château Jean Faure,218,fr,oak,104,black_fruit,94,earth,86,non_oak,77,red_fruit,58
1263,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2001,2001,1153828,4.3,115.76347767518872,Château La Gaffelière,218,fr,oak,534,earth,462,black_fruit,423,non_oak,323,red_fruit,237
1264,Saint-Émilion Grand Cru (Grand Cru Classé) 1999,1999,1167555,4.5,119.27146184716416,Château Pavie Decesse,215,fr,oak,165,black_fruit,123,earth,119,non_oak,89,red_fruit,62
1265,Rouge 2014,2014,1256129,4.1,58.13230913559261,Roc d'Anglade,215,fr,earth,37,black_fruit,34,red_fruit,34,oak,29,non_oak,22
1266,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,2017,1153702,4.3,101.18028633169092,Château Troplong Mondot,214,fr,oak,939,black_fruit,795,earth,783,non_oak,603,spices,370
1267,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2018,2018,1153828,4.3,95.21671323933272,Château La Gaffelière,213,fr,oak,534,earth,462,black_fruit,423,non_oak,323,red_fruit,237
1268,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2018,2018,1153702,4.3,108.2463687352414,Château Troplong Mondot,213,fr,oak,939,black_fruit,795,earth,783,non_oak,603,spices,370
1269,Muenchberg Riesling 2016,2016,1434743,4.2,65.14827747954344,Domaine Ostertag,213,fr,tree_fruit,100,earth,88,citrus_fruit,73,tropical_fruit,33,oak,32
1270,Clos des Porrets Nuits-Saint-Georges 1er Cru 2017,2017,82970,4.4,79.07998604824581,Domaine Henri Gouges,213,fr,red_fruit,184,earth,131,oak,103,black_fruit,69,non_oak,57
1271,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,2017,1145360,4.1,103.66928462514016,Château Canon,213,fr,oak,613,black_fruit,538,earth,511,non_oak,429,red_fruit,305
1272,Barbaresco Gallina 2016,2016,5778,4.1,59.13459032758559,Oddero,212,fr,red_fruit,91,oak,82,earth,79,non_oak,43,spices,34
1273,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1999,1999,1389505,4.4,130.89792367428268,Château Canon-La-Gaffelière,211,fr,oak,658,black_fruit,534,earth,509,non_oak,462,spices,339
1274,Granato 2018,2018,60364,4.2,70.15968343950833,Foradori,211,fr,oak,156,earth,145,black_fruit,136,red_fruit,121,non_oak,93
1275,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,2011,1107102,4.2,78.17793297545212,Château Trotte Vieille,210,fr,oak,187,earth,143,black_fruit,132,non_oak,124,spices,83
1276,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,2014,2038623,4.2,137.31252330303772,Château Belair-Monange,209,fr,oak,214,black_fruit,171,earth,164,non_oak,130,red_fruit,99
1277,5 Stelle Sfursat 2002,2002,28214,4.4,69.65854284351184,Nino Negri,209,fr,oak,291,earth,185,non_oak,178,red_fruit,162,spices,151
1278,Lalande-de-Pomerol 2013,2013,1207044,4.1,58.13230913559261,Château Grand Ormeau,209,fr,oak,60,earth,39,black_fruit,37,red_fruit,27,non_oak,26
1279,Château Giscours (Grand Cru Classé) 1997,1997,13689,4.0,88.20074489538189,Château Giscours,209,fr,oak,1807,earth,1520,black_fruit,1468,non_oak,1172,spices,702
1280,Pessac-Léognan (Grand Cru Classé de Graves) 2017,2017,1143938,3.9,59.13459032758559,Château Malartic-Lagravière,209,fr,oak,617,black_fruit,547,earth,524,non_oak,418,spices,260
1281,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2016,2016,1197479,4.2,104.2372439672695,Domaine de Chevalier,209,fr,citrus_fruit,247,earth,245,oak,228,tree_fruit,202,microbio,154
1282,Meursault Les Clous 2019,2019,73267,4.3,50.013831480449504,Bouchard Père & Fils,209,fr,oak,266,tree_fruit,223,microbio,209,citrus_fruit,186,earth,155
1283,Pomerol 2016,2016,1614239,4.2,61.13915271157153,Château La Grave (Trigant de Boisset),206,fr,oak,208,earth,181,black_fruit,179,non_oak,138,spices,104
1284,Clos de la Bergerie 2015,2015,2387948,4.0,65.14827747954344,Nicolas Joly,206,fr,earth,96,tree_fruit,85,citrus_fruit,68,oak,40,non_oak,40
1285,Meursault-Blagny Premier Cru Château de Blagny 2017,2017,7316,4.3,52.01839386443545,Louis Latour,206,fr,oak,175,microbio,132,earth,118,non_oak,105,tree_fruit,105
1286,Gevrey-Chambertin Vieilles Vignes 2019,2019,5125281,4.3,54.17329842722035,Domaine Faiveley,206,fr,red_fruit,276,oak,216,earth,176,non_oak,125,spices,120
1287,Côtes de Bourg 2017,2017,1174700,4.4,69.15740224751535,Roc de Cambes,206,fr,oak,378,earth,281,black_fruit,268,non_oak,243,spices,172
1288,Vivens par Chateau Durfort-Vivens Margaux 2009,2009,2227810,3.9,99.22583800730465,Château Durfort-Vivens,206,fr,oak,108,black_fruit,81,earth,76,non_oak,56,red_fruit,37
1289,Pessac-Léognan (Grand Cru Classé de Graves) 2018,2018,17656,4.4,144.32849164698854,Château Smith Haut-Lafitte,205,fr,oak,1277,earth,1072,black_fruit,997,non_oak,834,spices,522
1290,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2014,2014,1197479,4.2,85.19390131940295,Domaine de Chevalier,204,fr,citrus_fruit,247,earth,245,oak,228,tree_fruit,202,microbio,154
1291,Reserva Especial N.V.,N.V.,5105312,4.1,78.17793297545212,Roc d'Anglade,203,fr,earth,5,black_fruit,4,dried_fruit,3,oak,3,spices,1
1292,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,2017,94970,4.2,63.84531192995257,Château Beau-Sejour Becot,203,fr,oak,511,black_fruit,430,earth,387,non_oak,323,spices,227
1293,Sauternes (Lur Saluces) 1998,1998,84178,4.5,59.13459032758559,Château de Fargues,202,fr,earth,248,tree_fruit,212,citrus_fruit,140,oak,126,non_oak,102
1294,Pessac-Léognan Blanc 2013,2013,1109766,4.3,102.23268158328356,Château Smith Haut-Lafitte,201,fr,citrus_fruit,298,oak,259,tree_fruit,255,earth,240,microbio,199
1295,Chambolle-Musigny 2014,2014,2834,4.0,58.13230913559261,Louis Jadot,201,fr,red_fruit,55,earth,37,oak,31,black_fruit,16,spices,15
1296,Madiran 1994,1994,86847,4.0,70.10956937990868,Château Montus,201,fr,oak,575,earth,506,black_fruit,502,non_oak,385,spices,263
1297,Vallocchio Brunello di Montalcino 2015,2015,4127219,4.3,54.4238687252186,Fanti,201,fr,oak,68,earth,51,red_fruit,50,non_oak,45,black_fruit,28
1298,Rouge 2015,2015,1256129,3.9,55.12546555961368,Roc d'Anglade,201,fr,earth,37,black_fruit,34,red_fruit,34,oak,29,non_oak,22
1299,Margaux (Grand Cru Classé) 1995,1995,1168278,4.2,119.17123372796485,Château d'Issan,200,fr,oak,857,earth,778,black_fruit,691,non_oak,565,spices,347
